"phrase","id","phoneme","stress","type","inherent_ms","before_floor_ms","after_floor_ms","before_ms","after_ms","delta_ms","source","rules"
"She sells seashells by the seashore.","segment_7","IY","1","vowel","150","63","53.225806451612904","164","166","2","{""source"":""IY"",""minimum_ms"":55,""inherent_ms"":155,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","inventory_materialization; stress_duration; accent_vowel_lengthening; polysyllabic_shortening; vowel_shortening; duration_cap; duration_floor_default"
"She sells seashells by the seashore.","segment_8","SH","","fricative","100","60","76.19047619047619","81","88","7","{""source"":""SH"",""minimum_ms"":80,""inherent_ms"":105,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","inventory_materialization; non_word_initial_consonant_shortening; word_medial_consonant_shortening; cluster_shortening; duration_cap; fricative_minimum_duration; duration_floor_default"
"She sells seashells by the seashore.","segment_9","EH","2","vowel","120","50.4","56","107","108","1","{""source"":""EH"",""minimum_ms"":70,""inherent_ms"":150,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","inventory_materialization; stress_duration; accent_vowel_lengthening; polysyllabic_shortening; vowel_shortening; pre_boundary_lengthening; duration_cap; duration_floor_default"
"She sells seashells by the seashore.","segment_10","L","","liquid","80","48","40","65","61","-4","{""source"":""LL"",""minimum_ms"":40,""inherent_ms"":80,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","inventory_materialization; non_word_initial_consonant_shortening; word_medial_consonant_shortening; cluster_shortening; pre_boundary_lengthening; duration_cap; duration_floor_default"
"She sells seashells by the seashore.","segment_11","Z","","fricative","90","54","48","74","71","-3","{""source"":""ZZ"",""minimum_ms"":40,""inherent_ms"":75,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","inventory_materialization; non_word_initial_consonant_shortening; cluster_shortening; pre_boundary_lengthening; duration_cap; fricative_minimum_duration; duration_floor_default"
"She sells seashells by the seashore.","segment_12:remap_stops_to_closures:0","B_CL","","stop_closure","45","27","31.764705882352942","46","46","0","{""source"":""BB"",""minimum_ms"":60,""inherent_ms"":85,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","remap_stops_to_closures; remap_stops_to_closures; word_initial_lengthening; cluster_shortening; duration_cap; duration_floor_default"
"She sells seashells by the seashore.","segment_12:remap_stops_to_closures:0:insert_mapped_voiced_release:0","B_REL","","stop_release","5","0","0","5","5","0","{""source"":""uncompressed"",""minimum_ms"":0,""inherent_ms"":1,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis"",""Engineering policy: silence and generated release/aspiration use explicit timing and timeline safety floors""]}","insert_mapped_voiced_release; insert_mapped_voiced_release; cluster_shortening; duration_cap; lock_stop_release_duration; duration_floor_stop_release"
"She sells seashells by the seashore.","segment_12:remap_stops_to_closures:0:insert_mapped_voiced_release:1","AA1","1","vowel","180","75.6","45","85","101","16","{""source"":""AA"",""minimum_ms"":100,""inherent_ms"":240,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","insert_mapped_voiced_release; stress_duration; polysyllabic_shortening; vowel_shortening; pre_boundary_lengthening; duration_cap; hertz_nucleus_timing; duration_floor_default"
"She sells seashells by the seashore.","segment_13:expand_diphthongs:1","Y","0","glide","80","48","18","60","44","-16","{""source"":""YY"",""minimum_ms"":40,""inherent_ms"":80,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","expand_diphthongs; expand_diphthongs; non_word_initial_consonant_shortening; unstressed_consonant_shortening; cluster_shortening; pre_boundary_lengthening; duration_cap; duration_floor_default"
"She sells seashells by the seashore.","segment_14","DH","","fricative","70","42","42","72","72","0","{""source"":""DH"",""minimum_ms"":30,""inherent_ms"":50,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","inventory_materialization; word_initial_lengthening; cluster_shortening; pre_boundary_lengthening; duration_cap; fricative_minimum_duration; duration_floor_default"
"She sells seashells by the seashore.","segment_15","AH","0","vowel","50","21","10.714285714285714","44","42","-2","{""source"":""AH"",""minimum_ms"":60,""inherent_ms"":140,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","inventory_materialization; stress_duration; vowel_shortening; pre_boundary_lengthening; duration_cap; duration_floor_default"
"She sells seashells by the seashore.","segment_16","S","","fricative","100","60","57.142857142857146","102","103","1","{""source"":""SS"",""minimum_ms"":60,""inherent_ms"":105,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","inventory_materialization; word_initial_lengthening; cluster_shortening; duration_cap; fricative_minimum_duration; duration_floor_default"
"She sells seashells by the seashore.","segment_17","IY","1","vowel","150","63","53.225806451612904","173","176","3","{""source"":""IY"",""minimum_ms"":55,""inherent_ms"":155,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","inventory_materialization; stress_duration; accent_vowel_lengthening; polysyllabic_shortening; vowel_shortening; duration_cap; duration_floor_default"
"She sells seashells by the seashore.","segment_18","SH","","fricative","100","60","76.19047619047619","81","88","7","{""source"":""SH"",""minimum_ms"":80,""inherent_ms"":105,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","inventory_materialization; non_word_initial_consonant_shortening; word_medial_consonant_shortening; cluster_shortening; duration_cap; fricative_minimum_duration; duration_floor_default"
"She sells seashells by the seashore.","segment_19","AO","2","vowel","160","67.2","66.66666666666667","181","181","0","{""source"":""AO"",""minimum_ms"":100,""inherent_ms"":240,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","inventory_materialization; stress_duration; accent_vowel_lengthening; polysyllabic_shortening; vowel_shortening; pre_boundary_lengthening; duration_cap; duration_floor_default"
"She sells seashells by the seashore.","segment_20","R","","liquid","90","54","33.75","76","68","-8","{""source"":""RR"",""minimum_ms"":30,""inherent_ms"":80,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","inventory_materialization; non_word_initial_consonant_shortening; cluster_shortening; pre_boundary_lengthening; duration_cap; duration_floor_default"
"She sells seashells by the seashore.","segment_21","SIL","","silence","100","60","0","300","300","0","{""source"":""uncompressed"",""minimum_ms"":0,""inherent_ms"":1,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis"",""Engineering policy: silence and generated release/aspiration use explicit timing and timeline safety floors""]}","inventory_materialization; punctuation_pause; duration_floor_default"
"Thin thieves thought that they thrilled.","segment_0","TH","","fricative","80","48","53.333333333333336","81","81","0","{""source"":""TH"",""minimum_ms"":60,""inherent_ms"":90,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","inventory_materialization; word_initial_lengthening; cluster_shortening; duration_cap; fricative_minimum_duration; duration_floor_default"
"Thin thieves thought that they thrilled.","segment_1","IH","1","vowel","100","42","29.62962962962963","115","119","4","{""source"":""IH"",""minimum_ms"":40,""inherent_ms"":135,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","inventory_materialization; stress_duration; accent_vowel_lengthening; vowel_shortening; pre_boundary_lengthening; duration_cap; duration_floor_default"
"Thin thieves thought that they thrilled.","segment_2","N","","nasal","70","42","58.333333333333336","60","66","6","{""source"":""NN"",""minimum_ms"":50,""inherent_ms"":60,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","inventory_materialization; non_word_initial_consonant_shortening; cluster_shortening; pre_boundary_lengthening; duration_cap; duration_floor_default"
"Thin thieves thought that they thrilled.","segment_3","TH","","fricative","80","48","53.333333333333336","81","81","0","{""source"":""TH"",""minimum_ms"":60,""inherent_ms"":90,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","inventory_materialization; word_initial_lengthening; cluster_shortening; pre_boundary_lengthening; duration_cap; fricative_minimum_duration; duration_floor_default"
"Thin thieves thought that they thrilled.","segment_4","IY","1","vowel","150","63","53.225806451612904","206","212","6","{""source"":""IY"",""minimum_ms"":55,""inherent_ms"":155,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","inventory_materialization; stress_duration; accent_vowel_lengthening; vowel_shortening; pre_boundary_lengthening; duration_cap; duration_floor_default"
"Thin thieves thought that they thrilled.","segment_5","V","","fricative","80","48","53.333333333333336","65","67","2","{""source"":""VV"",""minimum_ms"":40,""inherent_ms"":60,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","inventory_materialization; non_word_initial_consonant_shortening; word_medial_consonant_shortening; cluster_shortening; pre_boundary_lengthening; duration_cap; fricative_minimum_duration; duration_floor_default"
"Thin thieves thought that they thrilled.","segment_6","Z","","fricative","90","54","48","74","71","-3","{""source"":""ZZ"",""minimum_ms"":40,""inherent_ms"":75,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","inventory_materialization; non_word_initial_consonant_shortening; cluster_shortening; duration_cap; fricative_minimum_duration; duration_floor_default"
"Thin thieves thought that they thrilled.","segment_7","TH","","fricative","80","48","53.333333333333336","81","81","0","{""source"":""TH"",""minimum_ms"":60,""inherent_ms"":90,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","inventory_materialization; word_initial_lengthening; cluster_shortening; duration_cap; fricative_minimum_duration; duration_floor_default"
"Thin thieves thought that they thrilled.","segment_8","AO","1","vowel","160","67.2","66.66666666666667","164","164","0","{""source"":""AO"",""minimum_ms"":100,""inherent_ms"":240,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","inventory_materialization; stress_duration; accent_vowel_lengthening; vowel_shortening; pre_boundary_lengthening; duration_cap; duration_floor_default"
"Thin thieves thought that they thrilled.","segment_9:remap_stops_to_closures:0","T_CL","","stop_closure","50","30","33.333333333333336","39","41","2","{""source"":""TT"",""minimum_ms"":50,""inherent_ms"":75,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","remap_stops_to_closures; remap_stops_to_closures; non_word_initial_consonant_shortening; word_medial_consonant_shortening; cluster_shortening; pre_boundary_lengthening; duration_cap; duration_floor_default"
